Age,Age Group,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Salary Slab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
43,36-45,No,Travel_Rarely,930,Research & Development,6,3,Medical,1,1402,1,Female,73,2,2,Research Scientist,3,Single,4081,Upto 5K,25174,4,Y,No,14,3,2,80,1,9,3,2,6,5,1,2
43,36-45,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,1,1599,4,Male,87,4,1,Laboratory Technician,2,Divorced,4876,Upto 5K,16530,8,Y,No,12,3,4,80,1,10,3,2,8,2,7,6
43,36-45,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,1666,3,Male,65,2,4,Research Director,3,Married,17603,15K+,22061,1,Y,No,13,3,3,80,0,1,4,1,1,0,0,0
43,36-45,No,Travel_Rarely,1179,Sales,2,3,Medical,1,1706,4,Male,73,3,2,Sales Executive,4,Married,7847,5K-10K,23037,1,Y,No,21,4,3,80,1,36,3,3,36,6,2,13
43,36-45,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,1767,3,Male,38,2,1,Research Scientist,3,Married,2437,Upto 5K,13008,9,Y,No,17,3,2,80,1,9,3,2,2,2,2,1
43,36-45,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1,1778,2,Male,97,3,1,Human Resources,4,Single,3539,Upto 5K,11133,1,Y,No,21,4,1,80,0,1,5,3,1,0,0,0
43,36-45,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1,1813,1,Male,52,3,1,Research Scientist,3,Single,2438,Upto 5K,12355,0,Y,No,11,3,4,80,1,10,3,3,9,8,7,7
43,36-45,No,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,1849,1,Male,92,3,2,Sales Executive,4,Married,5675,5K-10K,16379,2,Y,No,12,3,2,80,0,8,5,4,3,2,1,2
43,36-45,No,Travel_Rarely,823,Research & Development,6,3,Medical,1,1866,1,Female,81,2,5,Manager,3,Married,19392,15K+,21447,6,Y,No,13,3,1,80,0,15,5,3,1,0,0,0
43,36-45,No,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1,1971,1,Male,30,3,3,Healthcare Representative,3,Married,7510,5K-10K,16213,1,Y,Yes,18,3,4,80,0,10,3,3,10,9,1,5
44,36-45,No,Travel_Rarely,477,Research & Development,7,4,Medical,1,36,1,Female,42,2,3,Healthcare Representative,4,Married,10248,10K-15K,4223,3,Y,Yes,16,3,3,80,0,10,4,3,5,2,0,4
44,36-45,No,Travel_Rarely,1459,Research & Development,10,4,Other,1,40,4,Male,41,3,2,Healthcare Representative,4,Married,6465,5K-10K,4658,2,Y,No,11,3,1,80,1,11,3,3,7,6,7,6
44,36-45,No,Travel_Rarely,1488,Sales,1,5,Marketing,1,68,2,Female,75,3,2,Sales Executive,1,Divorced,5454,5K-10K,24483,1,Y,No,19,3,4,80,1,6,0,4,6,4,1,3
44,36-45,No,Non-Travel,489,Research & Development,23,3,Medical,1,132,2,Male,67,3,2,Laboratory Technician,2,Married,2042,Upto 5K,19519,4,Y,Yes,16,3,3,80,1,27,2,3,1,0,0,0
44,36-45,Yes,Travel_Frequently,920,Research & Development,24,3,Life Sciences,1,392,4,Male,43,3,1,Laboratory Technician,3,Divorced,3161,Upto 5K,12826,2,Y,No,16,3,4,80,1,4,2,3,2,2,2,2
44,36-45,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665,1,Female,50,2,2,Human Resources,3,Single,5985,5K-10K,19711,3,Y,Yes,13,3,4,80,1,9,3,3,3,2,0,2
44,36-45,No,Travel_Rarely,1315,Research & Development,3,4,Other,1,671,4,Male,35,3,5,Manager,4,Married,19513,15K+,26362,8,Y,No,22,4,4,80,0,24,2,3,1,0,0,1
44,36-45,No,Non-Travel,381,Research & Development,24,3,Medical,1,744,1,Male,49,1,1,Laboratory Technician,3,Single,3708,Upto 5K,25348,1,Y,No,17,3,4,80,2,10,3,2,10,9,6,8
44,36-45,No,Travel_Rarely,625,Research & Development,4,3,Medical,1,852,4,Male,50,3,2,Healthcare Representative,2,Single,5933,5K-10K,15332,1,Y,No,14,3,2,80,1,8,3,2,8,2,7,7
44,36-45,No,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,874,1,Male,62,4,1,Laboratory Technician,4,Married,2818,Upto 5K,11262,1,Y,No,15,3,3,80,1,5,2,3,5,4,1,2
44,36-45,No,Travel_Rarely,661,Research & Development,9,2,Life Sciences,1,913,2,Male,61,3,1,Research Scientist,1,Married,2559,Upto 5K,5855,5,Y,No,12,3,3,80,1,8,0,3,6,4,0,2
44,36-45,No,Travel_Rarely,1448,Sales,28,3,Medical,1,1039,4,Female,53,4,4,Sales Executive,4,Married,13320,10K-15K,7713,1,Y,No,18,3,4,80,1,1,5,2,1,0,0,1
44,36-45,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1,1098,2,Male,91,2,3,Human Resources,1,Married,10482,10K-15K,3156,1,Y,No,15,3,2,80,0,27,5,1,26,0,0,12
44,36-45,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200,3,Male,96,3,1,Research Scientist,3,Single,2936,Upto 5K,7324,1,Y,Yes,17,3,3,80,3,1,3,3,1,1,0,0
44,36-45,No,Non-Travel,111,Research & Development,17,3,Life Sciences,1,1206,4,Male,74,1,1,Research Scientist,3,Single,2290,Upto 5K,10293,1,Y,Yes,14,3,2,80,0,4,2,2,4,2,1,3
44,36-45,No,Travel_Rarely,200,Research & Development,29,4,Other,1,1225,4,Male,32,3,2,Research Scientist,4,Single,4541,Upto 5K,20689,2,Y,Yes,15,3,3,80,1,32,3,3,30,8,12,13
44,36-45,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,1246,1,Female,72,4,1,Research Scientist,4,Married,2011,Upto 5K,18783,3,Y,No,17,3,4,80,2,6,3,3,3,2,0,2
44,36-45,No,Travel_Rarely,1099,Sales,5,3,Marketing,1,1267,2,Male,88,3,5,Manager,2,Married,18213,15K+,3549,0,Y,Yes,14,3,4,80,1,23,4,2,22,7,1,10
44,36-45,No,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1,1288,3,Male,92,4,5,Manager,1,Divorced,19190,15K+,5348,1,Y,No,12,3,2,80,1,6,3,2,6,4,1,1
44,36-45,Yes,Travel_Rarely,621,Research & Development,15,3,Medical,1,1295,1,Female,73,3,3,Healthcare Representative,4,Married,7978,5K-10K,23447,1,Y,Yes,14,3,1,80,0,10,3,3,10,7,1,4
44,36-45,Yes,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,1333,1,Male,89,3,1,Laboratory Technician,1,Married,2362,Upto 5K,24162,1,Y,No,15,3,1,80,1,10,2,3,10,7,4,5
44,36-45,No,Non-Travel,981,Research & Development,5,3,Life Sciences,1,1471,3,Male,90,2,1,Laboratory Technician,3,Single,3162,Upto 5K,21602,7,Y,No,13,3,4,80,0,10,3,3,5,2,0,3
44,36-45,No,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,1,1475,4,Male,49,3,1,Research Scientist,2,Single,3420,Upto 5K,12421,9,Y,Yes,12,3,2,80,2,7,2,3,3,2,1,1
44,36-45,No,Travel_Frequently,383,Sales,1,5,Marketing,1,1481,1,Female,79,3,2,Sales Executive,3,Married,4768,Upto 5K,17000,1,Y,No,13,3,1,80,1,9,3,3,9,7,7,2
44,36-45,No,Travel_Frequently,1193,Research & Development,2,1,Medical,1,1496,2,Male,86,3,3,Manufacturing Director,3,Single,10209,10K-15K,22102,1,Y,No,14,3,4,80,1,10,3,2,9,6,1,4
44,36-45,No,Travel_Rarely,136,Research & Development,28,3,Life Sciences,1,1523,4,Male,32,3,4,Research Director,1,Married,16328,15K+,3835,2,Y,No,13,3,4,80,3,10,3,3,7,7,7,7
44,36-45,No,Travel_Rarely,1313,Research & Development,7,3,Medical,1,1608,2,Female,31,3,5,Research Director,4,Divorced,19049,15K+,16290,1,Y,No,11,3,1,80,2,7,3,3,7,7,0,7
44,36-45,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1642,1,Male,37,3,2,Human Resources,4,Married,5743,5K-10K,26312,1,Y,No,11,3,4,80,0,16,2,3,16,15,1,10
44,36-45,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683,3,Female,44,3,1,Human Resources,4,Divorced,3195,Upto 5K,20460,0,Y,No,21,4,2,80,1,6,5,2,5,3,0,0
44,36-45,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,3,Female,96,4,3,Healthcare Representative,4,Married,7879,5K-10K,26009,1,Y,No,18,3,3,80,0,3,2,3,2,2,2,2
44,36-45,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,1,1792,3,Male,99,3,1,Research Scientist,2,Divorced,2342,Upto 5K,18420,1,Y,Yes,12,3,3,80,0,0,2,4,0,0,0,0
44,36-45,No,Travel_Rarely,170,Research & Development,1,4,Life Sciences,1,1903,2,Male,78,4,2,Healthcare Representative,1,Married,5033,5K-10K,5220,3,Y,No,11,3,3,80,1,27,2,3,5,2,1,0
44,36-45,No,Travel_Rarely,1037,Research & Development,1,3,Medical,1,2020,2,Male,42,3,1,Research Scientist,4,Single,2436,Upto 5K,10302,0,Y,No,15,3,4,80,1,11,3,3,10,8,0,7
45,36-45,No,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,1,86,2,Male,59,3,3,Research Scientist,1,Divorced,9724,5K-10K,25800,1,Y,No,13,3,4,80,2,18,2,3,18,15,14,12
45,36-45,No,Travel_Rarely,193,Research & Development,6,4,Other,1,101,4,Male,52,3,3,Research Director,1,Married,13245,10K-15K,12250,1,Y,No,12,3,4,80,1,15,5,3,14,11,2,9
45,36-45,No,Travel_Rarely,1316,Research & Development,29,3,Medical,1,192,3,Male,83,3,1,Research Scientist,4,Single,3452,Upto 5K,26493,3,Y,No,17,3,1,80,3,9,2,2,4,3,0,2
45,36-45,No,Travel_Rarely,194,Research & Development,9,3,Life Sciences,1,206,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,Upto 5K,3140,0,Y,No,13,3,4,80,0,10,2,1,9,2,3,8
45,36-45,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,1,240,3,Female,30,3,2,Sales Executive,1,Divorced,5006,5K-10K,5388,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9
45,36-45,No,Non-Travel,1195,Research & Development,2,2,Medical,1,264,1,Male,65,2,4,Manager,4,Married,16792,15K+,14199,3,Y,Yes,19,3,4,80,1,10,6,4,5,4,0,2
45,36-45,No,Non-Travel,1052,Sales,6,3,Medical,1,302,4,Female,57,2,3,Sales Executive,4,Single,8865,5K-10K,21530,9,Y,No,17,3,3,80,0,15,3,3,13,12,6,0
45,36-45,No,Travel_Rarely,252,Research & Development,1,3,Other,1,336,3,Male,70,4,5,Manager,4,Married,19202,15K+,9953,1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7
45,36-45,No,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,341,1,Male,77,4,2,Manufacturing Director,3,Married,6434,5K-10K,19948,6,Y,Yes,15,3,4,80,0,18,2,2,4,2,3,3
45,36-45,No,Travel_Rarely,1385,Research & Development,20,2,Medical,1,372,3,Male,79,3,4,Healthcare Representative,4,Married,13496,10K-15K,10503,4,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2
45,36-45,No,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,425,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,5K-10K,5602,2,Y,No,25,4,2,80,1,23,3,3,2,2,2,2
45,36-45,No,Travel_Rarely,549,Research & Development,8,4,Other,1,452,4,Male,75,3,2,Research Scientist,4,Married,3697,Upto 5K,22098,6,Y,Yes,14,3,4,80,2,7,2,2,2,2,2,2
45,36-45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,544,1,Male,69,3,1,Research Scientist,4,Married,2654,Upto 5K,17218,1,Y,Yes,13,3,3,80,0,6,2,3,6,3,1,3
45,36-45,No,Travel_Rarely,561,Sales,2,3,Other,1,606,4,Male,61,3,2,Sales Executive,2,Married,4805,Upto 5K,22490,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2
45,36-45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,1,684,1,Female,100,3,2,Sales Executive,1,Married,4286,Upto 5K,6297,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2
45,36-45,No,Travel_Rarely,954,Sales,2,2,Technical Degree,1,783,2,Male,46,1,2,Sales Representative,3,Single,6632,5K-10K,3339,3,Y,Yes,14,3,2,80,0,10,3,1,4,2,0,3
45,36-45,No,Travel_Rarely,252,Research & Development,2,3,Life Sciences,1,834,2,Female,95,2,1,Research Scientist,3,Single,2274,Upto 5K,23413,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4
45,36-45,No,Travel_Rarely,930,Sales,9,3,Marketing,1,864,4,Male,74,3,3,Sales Executive,1,Divorced,10761,10K-15K,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2
45,36-45,No,Non-Travel,805,Research & Development,4,2,Life Sciences,1,972,3,Male,57,3,2,Laboratory Technician,2,Married,4447,Upto 5K,4973,1,Y,No,17,3,3,80,2,7,6,3,7,7,0,7
45,36-45,No,Travel_Rarely,974,Research & Development,1,4,Medical,1,996,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270,Upto 5K,7693,4,Y,No,21,4,3,80,0,7,3,3,5,4,1,0
45,36-45,No,Non-Travel,248,Research & Development,23,2,Life Sciences,1,1002,4,Male,42,3,2,Laboratory Technician,1,Married,3633,Upto 5K,3498,3,Y,No,16,3,2,80,2,27,2,3,4,2,1,2
45,36-45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,1045,4,Female,90,3,4,Manager,4,Married,17650,15K+,21981,5,Y,No,15,3,3,80,3,19,3,3,14,11,1,11
45,36-45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1,1049,2,Male,36,3,1,Human Resources,2,Single,2177,Upto 5K,13251,1,Y,No,19,3,1,80,0,2,3,3,2,2,2,2
45,36-45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1,1117,2,Female,65,2,2,Sales Executive,3,Married,5593,5K-10K,19332,1,Y,No,12,3,3,80,1,11,2,3,11,8,7,9
45,36-45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1195,1,Female,83,3,1,Research Scientist,3,Married,4477,Upto 5K,10950,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3
45,36-45,Yes,Travel_Rarely,1449,Sales,2,3,Marketing,1,1277,1,Female,94,1,5,Manager,2,Single,18824,15K+,11652,2,Y,Yes,19,3,2,80,1,30,3,3,15,11,2,12
45,36-45,No,Travel_Frequently,364,Research & Development,25,3,Medical,1,1306,2,Female,83,3,5,Manager,2,Single,18061,15K+,15411,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2
45,36-45,No,Travel_Rarely,1038,Research & Development,20,3,Medical,1,1460,2,Male,95,1,3,Healthcare Representative,1,Divorced,10851,10K-15K,26308,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4
45,36-45,No,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,1,1465,2,Male,55,3,3,Manufacturing Director,4,Married,9380,5K-10K,18685,3,Y,No,25,4,3,80,1,36,6,3,10,8,4,7
45,36-45,No,Travel_Rarely,950,Research & Development,28,3,Technical Degree,1,1546,4,Male,97,3,1,Research Scientist,4,Married,2132,Upto 5K,3525,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11
45,36-45,No,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,1553,1,Male,66,3,3,Healthcare Representative,2,Divorced,7441,5K-10K,10414,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7
45,36-45,No,Travel_Rarely,1015,Research & Development,5,5,Medical,1,1611,3,Female,50,1,2,Laboratory Technician,1,Single,5769,5K-10K,9867,7,Y,No,15,3,4,80,2,19,4,4,13,11,2,9
45,36-45,No,Non-Travel,336,Sales,26,3,Marketing,1,1612,1,Male,52,2,2,Sales Executive,1,Married,4385,Upto 5K,3356,1,Y,Yes,13,3,2,80,1,10,3,2,10,0,0,9
45,36-45,No,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5K-10K,3921,1,Y,No,14,3,3,80,2,6,5,3,6,2,0,4
45,36-45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,1712,3,Male,74,2,3,Healthcare Representative,3,Married,10748,10K-15K,25518,0,Y,No,13,3,3,80,2,10,4,2,9,5,1,6
45,36-45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1,1719,4,Female,48,2,4,Research Director,2,Single,16704,15K+,22589,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2
45,36-45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,1744,3,Female,56,1,3,Human Resources,3,Married,9756,5K-10K,24941,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2
45,36-45,No,Non-Travel,589,Sales,2,4,Life Sciences,1,1845,3,Female,67,3,2,Sales Executive,3,Married,5154,5K-10K,23826,1,Y,No,22,4,2,80,0,4,3,3,4,3,3,3
45,36-45,No,Travel_Rarely,556,Research & Development,25,2,Life Sciences,1,1888,2,Female,93,2,2,Manufacturing Director,4,Married,5906,5K-10K,21086,6,Y,No,14,3,3,80,3,29,2,3,3,2,1,2
45,36-45,No,Travel_Frequently,1297,Research & Development,1,4,Medical,1,1922,2,Male,44,3,2,Healthcare Representative,3,Single,5399,5K-10K,22384,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0
45,36-45,No,Travel_Rarely,374,Sales,20,3,Life Sciences,1,2046,4,Female,50,3,2,Sales Executive,3,Single,4850,Upto 5K,11591,3,Y,Yes,16,3,4,80,0,21,2,3,2,0,0,2
46,46-55,No,Travel_Rarely,705,Sales,2,4,Marketing,1,38,2,Female,83,3,5,Manager,1,Single,18947,15K+,21082,1,Y,No,11,3,1,80,0,2,3,3,2,2,0,2
46,46-55,No,Travel_Frequently,1211,Sales,5,4,Marketing,1,62,1,Male,98,3,2,Sales Executive,4,Single,5772,5K-10K,16130,1,Y,Yes,25,4,3,80,1,7,2,3,6,5,1,2
46,46-55,No,Travel_Rarely,945,Human Resources,5,2,Medical,1,103,2,Male,80,3,2,Human Resources,2,Divorced,5021,5K-10K,7419,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2
46,46-55,Yes,Travel_Rarely,669,Sales,9,2,Medical,1,118,3,Male,64,2,3,Sales Executive,4,Single,9619,5K-10K,4167,4,Y,Yes,18,3,1,80,3,8,2,3,2,2,2,2
46,46-55,No,Travel_Frequently,638,Research & Development,1,3,Medical,1,124,3,Male,40,2,3,Healthcare Representative,1,Married,10673,10K-15K,20586,1,Y,Yes,11,3,1,80,0,5,2,3,5,4,1,2
46,46-55,No,Travel_Rarely,526,Sales,1,2,Marketing,1,244,2,Female,92,3,3,Sales Executive,1,Divorced,10453,10K-15K,26176,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0
46,46-55,No,Travel_Rarely,644,Research & Development,1,4,Medical,1,288,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,5K-10K,3458,3,Y,No,15,3,3,80,0,11,2,3,4,3,1,2
46,46-55,No,Travel_Rarely,488,Sales,2,3,Technical Degree,1,363,3,Female,75,1,4,Manager,2,Married,16872,15K+,11740,2,Y,Yes,11,3,3,80,2,19,3,3,9,7,7,7
46,46-55,No,Non-Travel,1144,Research & Development,7,4,Medical,1,487,3,Female,30,3,2,Manufacturing Director,3,Married,5258,5K-10K,24852,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0
46,46-55,No,Travel_Rarely,1485,Research & Development,18,3,Medical,1,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,Upto 5K,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7
46,46-55,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,575,1,Male,51,3,4,Research Director,3,Married,17861,15K+,23737,5,Y,No,12,3,4,80,1,8,1,3,4,2,1,2
46,46-55,No,Travel_Rarely,1125,Sales,10,3,Marketing,1,580,3,Female,94,2,3,Sales Executive,4,Married,9071,5K-10K,11912,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13
46,46-55,No,Travel_Frequently,1034,Research & Development,18,1,Medical,1,624,1,Female,86,3,3,Healthcare Representative,3,Married,10527,10K-15K,20467,3,Y,No,20,4,3,80,1,19,2,4,1,0,0,0
46,46-55,No,Travel_Rarely,566,Research & Development,7,2,Medical,1,1007,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845,10K-15K,13637,1,Y,No,18,3,4,80,3,14,6,3,14,11,2,13
46,46-55,No,Travel_Rarely,430,Research & Development,1,4,Medical,1,1069,4,Male,40,3,5,Research Director,4,Divorced,19627,15K+,7677,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3
46,46-55,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,1080,4,Female,74,2,2,Research Scientist,1,Divorced,4615,Upto 5K,20338,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7
46,46-55,No,Travel_Rarely,406,Sales,3,1,Marketing,1,1124,1,Male,52,3,4,Manager,3,Married,17465,15K+,25103,1,Y,Yes,21,4,2,80,1,3,2,3,3,2,0,2
46,46-55,No,Travel_Rarely,1402,Sales,2,3,Marketing,1,1204,3,Female,69,3,4,Manager,1,Married,17048,15K+,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7
46,46-55,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,1217,4,Male,52,3,5,Research Director,2,Married,19081,15K+,13970,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4
46,46-55,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,5K-10K,6069,1,Y,Yes,17,3,1,80,1,10,3,3,10,9,8,8
46,46-55,No,Travel_Rarely,168,Sales,4,2,Marketing,1,1280,4,Female,33,2,5,Manager,2,Married,18789,15K+,17616,1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4
46,46-55,No,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1,1314,4,Female,44,3,1,Human Resources,1,Single,3423,Upto 5K,15869,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7
46,46-55,Yes,Travel_Rarely,377,Sales,9,3,Marketing,1,1457,1,Male,52,3,3,Sales Executive,4,Divorced,10096,10K-15K,25412,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2
46,46-55,No,Travel_Rarely,228,Sales,3,3,Life Sciences,1,1527,3,Female,51,3,4,Manager,2,Married,16606,15K+,7439,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7
46,46-55,No,Travel_Rarely,563,Sales,1,4,Life Sciences,1,1602,4,Male,56,4,4,Manager,1,Single,17567,15K+,3395,3,Y,No,23,4,4,80,1,25,3,2,23,15,14,4
46,46-55,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,1727,3,Male,34,3,2,Healthcare Representative,2,Single,5562,5K-10K,11585,1,Y,No,11,3,3,80,1,1,2,3,1,0,0,0
46,46-55,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,1732,3,Male,74,3,3,Sales Executive,4,Divorced,10368,10K-15K,24164,7,Y,No,11,3,3,80,0,25,3,1,23,5,14,10
46,46-55,No,Travel_Rarely,734,Research & Development,2,4,Medical,1,1789,3,Male,46,3,5,Research Director,4,Divorced,19328,15K+,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2
46,46-55,No,Non-Travel,849,Sales,26,2,Life Sciences,1,1801,2,Male,98,2,2,Sales Executive,2,Single,7991,5K-10K,17119,1,Y,No,11,3,3,80,0,21,2,3,21,6,8,6
46,46-55,Yes,Travel_Rarely,261,Research & Development,21,2,Medical,1,1821,4,Female,66,3,2,Healthcare Representative,2,Married,8926,5K-10K,17360,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3
46,46-55,No,Travel_Rarely,706,Research & Development,2,2,Life Sciences,1,1857,4,Male,82,3,3,Manufacturing Director,4,Divorced,8578,5K-10K,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3
46,46-55,No,Travel_Rarely,1319,Sales,3,3,Technical Degree,1,1863,1,Female,45,4,4,Sales Executive,1,Divorced,13225,10K-15K,20794,6,Y,No,19,3,2,80,1,10,4,3,3,2,1,2
46,46-55,Yes,Travel_Rarely,1254,Sales,10,3,Life Sciences,1,1869,3,Female,64,3,3,Sales Executive,2,Married,7314,5K-10K,5041,2,Y,Yes,16,3,2,80,1,18,3,3,1,0,0,0
47,46-55,Yes,Non-Travel,666,Research & Development,29,4,Life Sciences,1,376,1,Male,88,3,3,Manager,2,Married,11849,10K-15K,3622,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2
47,46-55,No,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,1,447,4,Male,42,3,5,Research Director,3,Married,18300,15K+,9697,6,Y,No,14,3,4,80,0,19,3,3,10,7,0,9
47,46-55,No,Travel_Frequently,1309,Sales,4,1,Medical,1,467,2,Male,99,3,2,Sales Representative,3,Single,2976,Upto 5K,5151,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7
47,46-55,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,5K-10K,3811,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8
47,46-55,No,Travel_Rarely,703,Sales,14,4,Marketing,1,728,4,Male,42,3,2,Sales Executive,1,Single,4960,Upto 5K,3536,7,Y,No,11,3,4,80,1,4,3,1,1,0,0,0
47,46-55,No,Travel_Frequently,217,Sales,3,3,Medical,1,746,4,Female,49,3,4,Sales Executive,3,Divorced,13770,10K-15K,5596,4,Y,Yes,12,3,2,80,1,13,5,2,10,6,0,3
47,46-55,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,1,785,2,Female,77,4,2,Sales Executive,3,Single,6397,5K-10K,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2
47,46-55,No,Travel_Rarely,202,Research & Development,2,2,Other,1,820,3,Female,33,3,4,Manager,4,Married,16752,15K+,12147,6,Y,No,15,3,2,80,0,10,2,3,0,0,0,0
47,46-55,No,Travel_Rarely,249,Sales,2,2,Marketing,1,903,3,Female,35,3,2,Sales Executive,4,Married,4537,Upto 5K,12862,1,Y,No,13,3,3,80,0,3,3,1,3,2,1,2
47,46-55,No,Travel_Rarely,1454,Sales,2,4,Life Sciences,1,925,4,Female,65,2,1,Sales Representative,4,Single,3294,Upto 5K,6670,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4
47,46-55,No,Travel_Frequently,1379,Research & Development,16,4,Medical,1,987,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067,5K-10K,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9,8,5,8
47,46-55,No,Travel_Rarely,955,Sales,4,2,Life Sciences,1,1003,4,Female,83,3,2,Sales Executive,4,Single,4163,Upto 5K,3840,3,Y,No,13,3,3,80,1,10,2,1,4,3,0,2
